
Index,Match Result,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5
430,Victory,Kagura,Hayabusa,Terizla,Beatrix,Khufra
431,Victory,Kagura,Franco,Lesley,Aamon,Thamuz
432,Defeat,Kagura,Moskov,Thamuz,Franco,Aamon
433,Defeat,Esmeralda,Floryn,Pharsa,Hanabi,Ling
434,Victory,Lesley,Xavier,Floryn,Fredrinn,Hilda
435,Victory,Dyrroth,Akai,Floryn,Beatrix,Kagura
436,Victory,Wanwan,Lancelot,Floryn,Kagura,Lapu-Lapu
437,Defeat,Minsitthar,Lunox,Floryn,Hanzo,Claude
438,Victory,Valentina,Floryn,Yin,Fredrinn,Brody
439,Victory,Floryn,Yu Zhong,Karrie,Xavier,Hayabusa
440,Victory,Faramis,Floryn,Jawhead,Karina,Melissa
441,Defeat,Minsitthar,Claude,Floryn,Lunox,Helcurt
442,Defeat,Melissa,Martis,Pharsa,Yu Zhong,Floryn
443,Victory,Xavier,Floryn,Moskov,Lancelot,Lapu-Lapu
444,Victory,Xavier,Lolita,Floryn,Claude,Saber
445,Defeat,Valentina,Floryn,Lesley,Miya,Lapu-Lapu
446,Defeat,Xavier,Lesley,Floryn,Hilda,Grock
447,Defeat,Lesley,Floryn,Akai,Lapu-Lapu,Xavier
448,Victory,Arlott,Barats,Change,Beatrix,Floryn
449,Defeat,Minsitthar,Valentina,Beatrix,Floryn,Hayabusa
450,Defeat,Floryn,Hanabi,Edith,Akai,Kadita
451,Defeat,Martis,Kimmy,Pharsa,Edith,Beatrix
452,Victory,Valentina,Khufra,Beatrix,Ling,Terizla
453,Victory,Faramis,Lapu-Lapu,Joy,Beatrix,Saber
454,Victory,Gloo,Diggie,Kagura,Yin,Moskov
455,Victory,Joy,Xavier,Edith,Layla,Khufra
456,Defeat,Claude,Selena,Dyrroth,Pharsa,Benedetta
457,Defeat,Freya,Beatrix,Kadita,Tigreal,Kimmy
458,Defeat,Arlott,Eudora,Ling,Khufra,Hanabi
459,Defeat,Joy,Freya,Akai,Claude,Xavier
460,Victory,Melissa,Yu Zhong,Kaja,Valentina,Kimmy
461,Defeat,Kaja,Ling,Valentina,Esmeralda,Karrie
462,Victory,Khufra,Martis,Lapu-Lapu,Moskov,Pharsa
463,Defeat,Arlott,Popol and Kupa,Minotaur,Nana,Masha
464,Victory,Gloo,Popol and Kupa,Kimmy,Minotaur,Nana
465,Victory,Gloo,Popol and Kupa,Kimmy,Minotaur,Nana
466,Victory,Joy,Popol and Kupa,Minotaur,Nana,Gloo
467,Victory,Joy,Minotaur,Popol and Kupa,Masha,Nana
468,Defeat,Nana,Martis,Minotaur,Kimmy,Brody
469,Defeat,Nana,Claude,Minotaur,Yu Zhong,Kimmy
470,Victory,Faramis,Kimmy,Thamuz,Claude,Franco
471,Defeat,Brody,Khufra,Ruby,Nana,Alice
472,Defeat,Arlott,Moskov,Khufra,Ruby,Kagura
473,Victory,Khufra,Brody,Ruby,Chou,Xavier
474,Victory,Khufra,Cecilion,Brody,Lapu-Lapu,Ruby
475,Victory,Kimmy,Bane,Brody,Ruby,Kadita
476,Defeat,Kimmy,Claude,Ruby,Kadita,Kagura
477,Victory,Gloo,Ruby,Xavier,Khufra,Brody
478,Victory,Xavier,Bruno,Angela,Phoveus,Ling
479,Victory,Joy,Ruby,Natan,Pharsa,Khufra
480,Defeat,Faramis,Ruby,Change,Martis,Brody
481,Victory,Ruby,Lancelot,Brody,Valir,Khaleed
482,Defeat,Minsitthar,Hanzo,Esmeralda,Yve,Ruby
483,Defeat,Ruby,Hilda,Lesley,Esmeralda,Kagura
484,Defeat,Valentina,Ruby,Atlas,Esmeralda,Wanwan
485,Victory,Ruby,Kadita,Esmeralda,Gord,Claude
486,Victory,Yve,Yin,Julian,Bruno,Floryn
487,Victory,Nana,Moskov,Fredrinn,Khufra,Ruby
488,Victory,Arlott,Pharsa,Moskov,Ruby,Khufra
489,Victory,Esmeralda,Yve,Franco,Hanabi,Yi Sun-shin
490,Victory,Joy,Esmeralda,Beatrix,Akai,Lancelot
491,Victory,Selena,Beatrix,Hilda,Hayabusa,Xavier
492,Defeat,Akai,Beatrix,Atlas,Zilong,Valentina
493,Defeat,Melissa,Khufra,Pharsa,Zilong,Martis
494,Defeat,Kaja,Brody,Valentina,Akai,Jawhead
495,Victory,Arlott,Kaja,Lunox,Akai,Brody
496,Victory,Minsitthar,Gloo,Karrie,Harley,Akai
497,Victory,Valentina,Akai,Kaja,Claude,Edith
498,Defeat,Melissa,Martis,Joy,Esmeralda,Lolita
499,Victory,Melissa,Khufra,Martis,Gloo,Cyclops
500,Defeat,Brody,Franco,Julian,Xavier,Grock
501,Victory,Melissa,Minotaur,Hayabusa,Edith,Pharsa
502,Victory,Cecilion,Gloo,Helcurt,Irithel,Chou
503,Defeat,Valentina,Karrie,Lapu-Lapu,Fanny,Nana
504,Victory,Joy,Lesley,Minsitthar,Khufra,Luo Yi
505,Victory,Minsitthar,Karrie,Kaja,Yi Sun-shin,Xavier
506,Victory,Melissa,Khufra,Kimmy,Ruby,Cyclops
507,Victory,Melissa,Xavier,Minsitthar,Khufra,Joy
508,Victory,Melissa,Franco,Akai,Luo Yi,Martis
509,Defeat,Joy,Beatrix,Vale,Esmeralda,Atlas
510,Victory,Wanwan,Helcurt,Khufra,Valentina,Fredrinn
511,Victory,Valentina,Karrie,Arlott,Kaja,Helcurt
512,Victory,Wanwan,Kaja,Edith,Helcurt,Valentina
513,Victory,Wanwan,Fredrinn,Franco,Lancelot,Pharsa
514,Victory,Gloo,Kaja,Fredrinn,Claude,Yve
515,Victory,Gloo,Kaja,Pharsa,Claude,Fredrinn
516,Victory,Wanwan,Fredrinn,Kaja,Lancelot,Valentina
517,Victory,Joy,Kaja,Fredrinn,Claude,Pharsa
518,Victory,Yve,Brody,Minsitthar,Kaja,Helcurt
519,Victory,Fredrinn,Claude,Grock,Chou,Pharsa
520,Victory,Arlott,Grock,Claude,Xavier,Fredrinn
521,Victory,Arlott,Fredrinn,Xavier,Grock,Karrie
522,Victory,Gloo,Fredrinn,Grock,Beatrix,Valentina
523,Defeat,Minsitthar,Khufra,Pharsa,Claude,Akai
524,Victory,Wanwan,Diggie,Fredrinn,Valentina,Masha
525,Victory,Fredrinn,Kaja,Pharsa,Arlott,Karrie
526,Defeat,Melissa,Martis,Natalia,Yve,Arlott
527,Victory,Melissa,Grock,Valentina,Terizla,Fredrinn
528,Defeat,Pharsa,Claude,Lapu-Lapu,Lancelot,Khufra
529,Defeat,Melissa,Yu Zhong,Hayabusa,Grock,Valentina
530,Defeat,Xavier,Brody,Benedetta,Franco,Edith
531,Victory,Minsitthar,Hayabusa,Cyclops,Edith,Brody
532,Victory,Yu Zhong,Selena,Lesley,Martis,Valentina
533,Defeat,Brody,Pharsa,Selena,Gusion,Zilong
534,Victory,Selena,Xavier,Lapu-Lapu,Brody,Balmond
535,Defeat,Brody,Esmeralda,Valir,Atlas,Martis
536,Defeat,Brody,Paquito,Franco,Lancelot,Xavier
537,Victory,Brody,Franco,Pharsa,Lancelot,Badang
538,Defeat,Melissa,Kaja,Edith,Hanzo,Kagura
539,Defeat,Arlott,Paquito,Xavier,Tigreal,Layla
540,Victory,Bane,Brody,Aamon,Natalia,Xavier
541,Defeat,Brody,Hayabusa,Esmeralda,Lolita,Xavier
542,Victory,Melissa,Martis,Harley,Edith,Estes
543,Defeat,Valentina,Terizla,Kadita,Lancelot,Brody
544,Defeat,Brody,Fanny,Edith,Vexana,Grock
545,Defeat,Brody,Aamon,Xavier,Badang,Chou
546,Victory,Valentina,Brody,Fanny,Kaja,Badang
547,Victory,Badang,Cyclops,Yin,Miya,Baxia
548,Victory,Cyclops,Saber,Freya,Clint,Edith
549,Victory,Kagura,Aamon,Popol and Kupa,Minsitthar,Tigreal
550,Victory,Kaja,Cyclops,Hanzo,Tigreal,Hanabi
551,Defeat,Cyclops,Khufra,Lancelot,Dyrroth,Lesley
552,Victory,Cyclops,Moskov,Granger,Guinevere,Hylos
553,Defeat,Estes,Hilda,Faramis,Fanny,Claude
554,Victory,Cyclops,Wanwan,Martis,Franco,Lancelot
555,Victory,Martis,Claude,Cyclops,Lolita,Aamon
556,Victory,Cyclops,Lesley,Edith,Lancelot,Lapu-Lapu
557,Defeat,Miya,Alpha,Vexana,Aamon,Chou
558,Victory,Cyclops,Claude,Benedetta,Franco,Kaja
559,Victory,Fredrinn,Brody,Yu Zhong,Natalia,Cyclops
560,Defeat,Cyclops,Gatotkaca,Freya,Leomord,Bruno
561,Victory,Cyclops,Hayabusa,Claude,Chou,Dyrroth
562,Defeat,Cyclops,Julian,Melissa,Khufra,Aldous
563,Defeat,Melissa,Martis,Khufra,Balmond,Cyclops
564,Defeat,Cyclops,Edith,Natan,Lancelot,Tigreal
565,Defeat,Xavier,Minsitthar,Aldous,Martis,Claude
566,Defeat,Aldous,Popol and Kupa,Valentina,Khufra,Hayabusa
567,Victory,Aldous,Balmond,Brody,Kadita,Valir
568,Victory,Pharsa,Hanabi,Aldous,Franco,Hayabusa
569,Victory,Aldous,Hilda,Moskov,Pharsa,Fanny
570,Defeat,Bruno,Chou,Gusion,Aldous,Roger
571,Victory,Melissa,Aldous,Harley,Floryn,Freya
572,Victory,Brody,Hanzo,Aldous,Selena,Edith
573,Victory,Wanwan,Atlas,Cecilion,Fredrinn,Aldous
574,Victory,Aldous,Ling,Wanwan,Harley,Ruby
575,Defeat,Joy,Alice,Franco,Clint,Aldous
576,Defeat,Gusion,Yi Sun-shin,Nana,Moskov,Zilong
577,Victory,Faramis,Brody,Ling,Khufra,Aldous
578,Defeat,Arlott,Brody,Grock,Lunox,Aldous
579,Victory,Kadita,Alucard,Johnson,Aldous,Karrie
580,Defeat,Aldous,Claude,Pharsa,Hayabusa,Johnson
581,Defeat,Faramis,Irithel,Yi Sun-shin,Arlott,Aldous
582,Victory,Wanwan,Pharsa,Atlas,Martis,Aldous
583,Victory,Minsitthar,Layla,Valir,Martis,Aldous
584,Defeat,Valentina,Aldous,Khufra,Fanny,Beatrix
585,Defeat,Lapu-Lapu,Khufra,Brody,Fanny,Zhask
586,Victory,Pharsa,Harley,Brody,Lapu-Lapu,Kaja
587,Victory,Gloo,Brody,Kaja,Kadita,Yin
588,Victory,Joy,Yin,Hilda,Granger,Valentina
589,Victory,Wanwan,Yin,Aldous,Hilda,Xavier
590,Victory,Wanwan,Xavier,Hilda,Lapu-Lapu,Yin
591,Victory,Xavier,Kaja,Yi Sun-shin,Lesley,Badang
592,Victory,Joy,Brody,Yi Sun-shin,Lolita,Luo Yi
593,Victory,Valentina,Brody,Yu Zhong,Lolita,Martis
594,Victory,Arlott,Brody,Pharsa,Kaja,Martis
595,Defeat,Martis,Cecilion,Brody,Terizla,Khufra
596,Defeat,Minsitthar,Alice,Fanny,Brody,Khufra
597,Victory,Minsitthar,Karrie,Alice,Ling,Estes
598,Victory,Brody,Khufra,Fanny,Alice,Gord
599,Defeat,Kaja,Alice,Wanwan,Xavier,Grock
600,Victory,Faramis,Karrie,Yin,Minsitthar,Atlas
601,Victory,Gloo,Pharsa,Hilda,Yin,Beatrix
602,Victory,Valentina,Yu Zhong,Beatrix,Yin,Hilda
603,Defeat,Aamon,Julian,Brody,Lapu-Lapu,Lolita
604,Victory,Brody,Khufra,Ling,Guinevere,Pharsa
605,Defeat,Kaja,Claude,Xavier,Martis,Hanzo
606,Victory,Leomord,Beatrix,Joy,Atlas,Xavier
607,Defeat,Kaja,Lapu-Lapu,Pharsa,Leomord,Karrie
608,Defeat,Edith,Chou,Pharsa,Moskov,Leomord
609,Victory,Valentina,Lolita,Moskov,Leomord,Edith
610,Defeat,Pharsa,Lapu-Lapu,Beatrix,Lolita,Aamon
611,Victory,Pharsa,Beatrix,Kaja,Leomord,Lapu-Lapu
612,Defeat,Valentina,Badang,Minsitthar,Claude,Leomord
613,Victory,Pharsa,Gloo,Claude,Leomord,Grock
614,Victory,Claude,Khufra,Terizla,Pharsa,Leomord
615,Defeat,Xavier,Benedetta,Atlas,Leomord,Claude
616,Victory,Edith,Claude,Leomord,Lolita,Nana
617,Victory,Melissa,Yu Zhong,Leomord,Pharsa,Lolita
618,Victory,Edith,Melissa,Lolita,Leomord,Xavier
619,Victory,Pharsa,Yu Zhong,Brody,Lolita,Leomord
620,Victory,Eudora,Martis,Claude,Franco,Fanny
621,Victory,Brody,Tigreal,Eudora,Hilda,Harley
622,Victory,Eudora,Hanabi,Franco,Martis,Guinevere
623,Defeat,Edith,Brody,Natalia,Vexana,Lancelot
624,Victory,Minsitthar,Vexana,Franco,Aldous,Irithel
625,Defeat,Kagura,Jawhead,Hanabi,Dyrroth,Vexana
626,Victory,Estes,Valir,Moskov,Martis,Edith
627,Defeat,Gatotkaca,Balmond,Edith,Vexana,Moskov
628,Victory,Franco,Balmond,Edith,Vexana,Clint
629,Victory,Brody,Natalia,Vexana,Jawhead,Dyrroth
630,Defeat,Joy,Popol and Kupa,Tigreal,Balmond,Vexana
631,Defeat,Miya,Hanzo,Eudora,Chou,Atlas
632,Victory,Edith,Brody,Gatotkaca,Vexana,Aamon
633,Victory,Vexana,Hilda,Dyrroth,Claude,Karina
634,Victory,Dyrroth,Karina,Franco,Vexana,Hanabi
635,Defeat,Eudora,Tigreal,Hanabi,Dyrroth,Lapu-Lapu
636,Defeat,Vexana,Miya,Franco,Edith,Martis
637,Victory,Estes,Hanabi,Aamon,Change,Franco
638,Defeat,Brody,Julian,Vexana,Hanzo,Xavier
639,Defeat,Nana,Estes,Gusion,Martis,Clint
640,Victory,Minsitthar,Vale,Yi Sun-shin,Beatrix,Chou
641,Victory,Gord,Lesley,Hilda,Ling,Minsitthar
642,Victory,Alice,Brody,Kaja,Valentina,Kadita
643,Victory,Kagura,Lancelot,Gloo,Lesley,Diggie
644,Defeat,Arlott,Martis,Harley,X.Borg,Moskov
645,Victory,Lapu-Lapu,Yin,Vale,Khufra,Claude
646,Victory,Moskov,Vale,Minotaur,Paquito,Fredrinn
647,Defeat,Bane,Jawhead,Angela,Cyclops,Lesley
648,Defeat,Vale,Franco,Beatrix,Martis,Karina
649,Victory,Gloo,Beatrix,Balmond,Vale,Martis
650,Victory,Aldous,Vale,Franco,Beatrix,Hanzo
651,Defeat,Minsitthar,Franco,Harley,Brody,Vale
652,Defeat,Vale,Khufra,Edith,Martis,Hanabi
653,Victory,Argus,Diggie,Bruno,Pharsa,Minsitthar
654,Victory,Melissa,Kadita,Helcurt,Gloo,Vale
655,Defeat,Melissa,Khufra,Minsitthar,Fanny,Vale
656,Victory,Khufra,Minsitthar,Hayabusa,Brody,Xavier
657,Victory,Vale,Ling,Khufra,Moskov,Dyrroth
658,Victory,Vale,Franco,Gloo,Granger,Brody
659,Victory,Valentina,X.Borg,Johnson,Claude,Yi Sun-shin
660,Defeat,Martis,Wanwan,X.Borg,Johnson,Cecilion
661,Victory,Moskov,Dyrroth,Faramis,Franco,Aamon
662,Victory,Helcurt,Johnson,Minsitthar,Eudora,Bruno
663,Victory,Xavier,Johnson,Bruno,Gusion,Hilda
664,Victory,Estes,Aamon,Freya,Popol and Kupa,Luo Yi
665,Victory,Martis,Clint,Atlas,Cyclops,Aamon
666,Defeat,Minsitthar,Estes,Change,Aulus,Bruno
667,Victory,Xavier,Bruno,Harley,Franco,Bane
668,Victory,Layla,Atlas,Harley,Terizla,Karina
669,Victory,Vale,Alucard,Bruno,Benedetta,Selena
670,Defeat,Bruno,Kadita,Valir,Aamon,Yu Zhong
671,Victory,Xavier,Bruno,Franco,Badang,Yi Sun-shin
672,Defeat,Bruno,Harley,Chou,Balmond,Edith
673,Victory,Bruno,Pharsa,Natan,Khufra,Bane
674,Victory,Bruno,Aldous,Martis,Alice,Vale
675,Victory,Bruno,Fredrinn,Gord,Franco,Jawhead
676,Defeat,Fredrinn,Thamuz,Bruno,Valentina,Franco
677,Victory,Julian,Franco,Kadita,Bruno,Badang
678,Defeat,Bruno,Lapu-Lapu,Franco,Lylia,Julian
679,Defeat,Bruno,Khufra,Kadita,Gusion,Lapu-Lapu
680,Victory,Kadita,Hanzo,Johnson,Brody,Ruby
681,Defeat,Brody,Johnson,Kadita,Aldous,Hanzo
682,Victory,Brody,Hanzo,Kadita,Johnson,Esmeralda
683,Defeat,Aldous,Hanzo,Pharsa,Franco,Karrie
684,Victory,Brody,Hanzo,Kadita,Johnson,Aldous
685,Victory,Moskov,Hanzo,Aldous,Kadita,Johnson
686,Defeat,Claude,Johnson,Kadita,Hanzo,Aldous
687,Victory,Moskov,Hanzo,Aldous,Kadita,Johnson
688,Defeat,Melissa,Kadita,Freya,Hanzo,Johnson
689,Defeat,Moskov,Aldous,Kadita,Johnson,Helcurt
690,Victory,Claude,Aldous,Kadita,Johnson,Hanzo
691,Victory,Moskov,Dyrroth,Kadita,Johnson,Hanzo
692,Defeat,Melissa,Lapu-Lapu,Ling,Johnson,Kadita
693,Defeat,Badang,Julian,Johnson,Brody,Minsitthar
694,Victory,Minsitthar,Kadita,Hayabusa,Johnson,Brody
695,Victory,Kadita,Esmeralda,Wanwan,Johnson,Hanzo
696,Victory,Kadita,Fanny,Badang,Brody,Johnson
697,Defeat,Gloo,Kadita,Hanzo,Claude,Johnson
698,Victory,Johnson,Claude,Hanzo,Yin,Kadita
699,Victory,Hanzo,Johnson,Kadita,Terizla,Claude
700,Victory,Arlott,Wanwan,Yve,Hayabusa,Khufra
701,Victory,Gloo,Beatrix,Yve,Kaja,Fredrinn
702,Victory,Gloo,Fredrinn,Kadita,Claude,Khufra
703,Victory,Gloo,Moskov,Valentina,Atlas,Fredrinn
704,Victory,Faramis,Wanwan,Atlas,Ling,Lapu-Lapu
705,Victory,Joy,Yve,Lesley,Khufra,Fredrinn
706,Victory,Arlott,Fredrinn,Yve,Claude,Khufra
707,Victory,Joy,Khufra,Yve,Beatrix,Fredrinn
708,Victory,Wanwan,Lapu-Lapu,Faramis,Hanzo,Khufra
709,Victory,Valentina,Terizla,Beatrix,Fredrinn,Grock
710,Defeat,Melissa,Pharsa,Fredrinn,Grock,Martis
711,Defeat,Lapu-Lapu,Claude,Lancelot,Yve,Khufra
712,Victory,Gloo,Beatrix,Arlott,Yve,Kaja
713,Victory,Joy,Khufra,Lancelot,Lesley,Pharsa
714,Victory,Pharsa,Fredrinn,Kaja,Hayabusa,Lesley
715,Victory,Gloo,Lancelot,Pharsa,Karrie,Kaja
716,Victory,Lancelot,Khufra,Valentina,Beatrix,Lapu-Lapu
717,Defeat,Faramis,Claude,Lapu-Lapu,Lancelot,Khufra
718,Victory,Pharsa,Lancelot,Lapu-Lapu,Claude,Lolita
719,Defeat,Hayabusa,Kagura,Melissa,Diggie,Chou
720,Victory,Melissa,Kaja,Jawhead,Chou,Nana
721,Defeat,Minsitthar,Granger,Yu Zhong,Beatrix,Aurora
722,Defeat,Freya,Beatrix,Tigreal,Aamon,Nana
723,Victory,Odette,Brody,Nana,Karina,Khufra
724,Defeat,Nana,Lesley,Yi Sun-shin,Yu Zhong,Khufra
725,Victory,Nana,Brody,Grock,Yi Sun-shin,Franco
726,Victory,Nana,Yi Sun-shin,X.Borg,Brody,Minsitthar
727,Defeat,Nana,Beatrix,Estes,Yi Sun-shin,Zilong
728,Defeat,Terizla,X.Borg,Estes,Nana,Fanny
729,Victory,Gloo,Roger,Xavier,Esmeralda,Moskov
730,Defeat,Melissa,Fanny,Franco,Martis,Xavier
731,Defeat,Nana,Chou,Terizla,Aamon,Wanwan
732,Victory,Hilda,Nana,Martis,Karrie,Dyrroth
733,Defeat,Estes,Wanwan,Dyrroth,Fanny,Nana
734,Defeat,Melissa,Xavier,Lancelot,Barats,Estes
735,Defeat,Melissa,Hilda,Xavier,Franco,Akai
736,Victory,Jawhead,Xavier,Selena,Moskov,Hanzo
737,Victory,Melissa,Estes,Ling,Xavier,Esmeralda
738,Defeat,Yu Zhong,Nana,Estes,Brody,Karina
739,Defeat,Fredrinn,Diggie,Xavier,Beatrix,Benedetta
740,Defeat,Valentina,Esmeralda,Franco,Brody,Martis
741,Victory,Melissa,Martis,Badang,Hilda,Franco
742,Victory,Minsitthar,Franco,Wanwan,Pharsa,Martis
743,Victory,Selena,Lancelot,Joy,Moskov,Lunox
744,Defeat,Melissa,Xavier,Selena,Lancelot,Minsitthar
745,Victory,Moskov,Kaja,Chou,Fredrinn,Yve
746,Victory,Brody,Yve,Kaja,Lancelot,Balmond
747,Defeat,Martis,Fredrinn,Melissa,Gusion,Carmilla
748,Victory,Fredrinn,Benedetta,Estes,Lesley,Kagura
749,Defeat,Beatrix,Fredrinn,Lolita,Lapu-Lapu,Pharsa
750,Victory,Martis,Yve,Melissa,Yu Zhong,Lolita
751,Victory,Badang,Kadita,Martis,Gusion,Brody
752,Victory,Valentina,Natan,Johnson,Barats,Paquito
753,Defeat,Fredrinn,Claude,Yu Zhong,Xavier,Kaja
754,Victory,Franco,Yve,Wanwan,Dyrroth,Fredrinn
755,Defeat,Minsitthar,Yve,Brody,Lolita,Fredrinn
756,Victory,Yve,Diggie,Fredrinn,Terizla,Beatrix
757,Victory,Xavier,Fredrinn,Alice,Miya,Franco
758,Victory,Alice,Grock,Miya,Barats,Franco
759,Victory,Valentina,Lesley,Yi Sun-shin,Franco,Gloo
760,Victory,Gloo,Edith,Julian,Brody,Ling
761,Victory,Arlott,Gloo,Hanzo,Eudora,Lesley
762,Victory,Gloo,Edith,Julian,Brody,Ling
763,Defeat,Gloo,Claude,Martis,Valir,Atlas
764,Defeat,Martis,Aldous,Beatrix,Valentina,Kadita
765,Defeat,Faramis,Martis,Franco,Brody,Gloo
766,Defeat,Gloo,Yve,Claude,Ling,Kaja
767,Victory,Gloo,Kadita,Beatrix,Valentina,Lancelot
768,Defeat,Martis,Kadita,Claude,Yu Zhong,Lolita
769,Defeat,Gloo,Pharsa,Clint,Lolita,Lancelot
770,Defeat,Gloo,Claude,Alpha,Franco,Cecilion
771,Defeat,Martis,Kimmy,Lesley,Khufra,Sun
772,Victory,Arlott,Moskov,Gloo,Esmeralda,Xavier
773,Victory,Gloo,Hayabusa,Khufra,Moskov,Valentina
774,Defeat,Ling,Lapu-Lapu,Valentina,Selena,Clint
775,Defeat,Kaja,Franco,Pharsa,Bruno,Hayabusa
776,Defeat,Selena,Chou,Moskov,Fredrinn,Kadita
777,Victory,Gloo,Faramis,Franco,Martis,Bruno
778,Victory,Gloo,Wanwan,Yve,Khufra,Lancelot
779,Victory,Wanwan,Lapu-Lapu,Yve,Kaja,Lancelot
780,Defeat,Gloo,Yve,Lesley,Lolita,Lancelot
781,Victory,Arlott,Moskov,Valentina,Diggie,Hanzo
782,Victory,Lapu-Lapu,Lolita,Valentina,Karrie,Lancelot
783,Victory,Khufra,Valentina,Karrie,Lancelot,Gloo
784,Victory,Fredrinn,Pharsa,Claude,Lolita,Lapu-Lapu
785,Victory,Fredrinn,Aldous,Grock,Claude,Valentina
786,Victory,Faramis,Fredrinn,Khufra,Moskov,Masha
787,Defeat,Arlott,Beatrix,Fredrinn,Khufra,Pharsa
788,Victory,Gloo,Fredrinn,Claude,Lolita,Valentina
789,Defeat,Gloo,Moskov,Yve,Kaja,Fredrinn
790,Defeat,Lapu-Lapu,Lolita,Claude,Yve,Baxia
791,Victory,Valentina,Claude,Baxia,Lapu-Lapu,Khufra
792,Victory,Arlott,Hanabi,Lancelot,Khufra,Yve
793,Victory,Arlott,Fredrinn,Valentina,Claude,Lolita
794,Victory,Joy,Karrie,Fredrinn,Kaja,Pharsa
795,Victory,Arlott,Claude,Lancelot,Khufra,Valentina
796,Victory,Valentina,Grock,Fredrinn,Hanabi,Khufra
797,Victory,Aldous,Khufra,Claude,Julian,Hayabusa
798,Defeat,Moskov,X.Borg,Pharsa,Gusion,Grock
799,Victory,Yve,Lesley,Jawhead,Dyrroth,Carmilla
800,Victory,Cecilion,Badang,Jawhead,Claude,Franco
801,Defeat,Cecilion,Hanzo,Lapu-Lapu,Claude,Franco
802,Defeat,Cecilion,Terizla,Jawhead,Beatrix,Natalia
803,Victory,Joy,Franco,Beatrix,Cecilion,Jawhead
804,Defeat,Minsitthar,Franco,Claude,Ling,Cecilion
805,Defeat,Cecilion,Karrie,Alice,Lapu-Lapu,Kaja
806,Victory,Martis,Jawhead,Cecilion,Kadita,Wanwan
807,Victory,Joy,Cecilion,Grock,Jawhead,Moskov
808,Victory,Cecilion,Lapu-Lapu,Kaja,Karrie,Jawhead
809,Defeat,Cecilion,Lolita,Moskov,Ling,Aldous
810,Defeat,Diggie,Jawhead,Brody,Lapu-Lapu,Kagura
811,Defeat,Valentina,Lapu-Lapu,Mathilda,Claude,Jawhead
812,Victory,Valentina,Diggie,Terizla,Jawhead,Lesley
813,Defeat,Minsitthar,Yin,Alice,Aamon,Moskov
814,Defeat,Claude,Hylos,Franco,Cecilion,Nana
815,Defeat,Claude,Cyclops,Aldous,Helcurt,Akai
816,Victory,Valentina,Claude,Lapu-Lapu,Selena,Helcurt
817,Defeat,Diggie,Pharsa,Layla,Hanzo,Minsitthar
818,Victory,Vexana,Valentina,Fredrinn,Lesley,Natalia
819,Victory,Moskov,Aldous,Vexana,Hayabusa,Kadita
820,Defeat,Wanwan,Vexana,Chou,Franco,Granger
821,Victory,Minsitthar,Lunox,Hanzo,Akai,Miya
822,Defeat,Minsitthar,Claude,Vexana,Franco,Hayabusa
823,Victory,Gloo,Vale,Akai,Ling,Claude
824,Defeat,Melissa,Khufra,Vexana,Martis,Esmeralda
825,Victory,Zhask,Khaleed,Akai,Paquito,Hanabi
826,Victory,Vexana,Kimmy,Selena,Beatrix,Chou
827,Victory,Vexana,Lancelot,Beatrix,Lapu-Lapu,Grock
828,Defeat,Vexana,Martis,Khufra,Miya,Freya
829,Victory,Selena,Brody,Vexana,Hilda,Helcurt
830,Defeat,Khaleed,Franco,Vexana,Martis,Brody
831,Victory,Vexana,Bruno,Atlas,Chou,Fanny
832,Victory,Natan,Ling,Lapu-Lapu,Vexana,Natalia
833,Victory,Julian,Vexana,Brody,Lolita,Hayabusa
834,Defeat,Minsitthar,Khufra,Hanzo,Vexana,Moskov
835,Defeat,Melissa,Minsitthar,Harley,Vale,Khufra
836,Victory,Vexana,Helcurt,Khufra,Jawhead,Hanabi
837,Defeat,Melissa,Cecilion,Dyrroth,Ling,Diggie
838,Defeat,Johnson,Vale,Khufra,Claude,Lancelot
839,Defeat,Melissa,Martis,Lancelot,Atlas,Gord
840,Defeat,Claude,Gord,Silvanna,Hilda,Balmond
841,Defeat,Claude,Yin,Faramis,Gord,Johnson
842,Defeat,Melissa,Diggie,Julian,Lapu-Lapu,Odette
843,Defeat,Yu Zhong,Aamon,Vale,Faramis,Karrie
844,Defeat,Estes,Fredrinn,Paquito,Pharsa,Brody
845,Defeat,Natan,Pharsa,Atlas,Lancelot,Martis
846,Defeat,Kaja,Edith,Benedetta,Fanny,Gord
847,Defeat,Lancelot,Lapu-Lapu,Tigreal,Claude,Gord
848,Defeat,Kaja,Clint,Lapu-Lapu,Gord,Balmond
849,Defeat,Estes,Brody,Aurora,Benedetta,Lancelot
850,Victory,Arlott,Claude,Freya,Gord,Grock
851,Victory,Martis,Claude,Gord,Harley,Grock
852,Defeat,Jawhead,Claude,Martis,Karina,Pharsa
853,Victory,Claude,Jawhead,Martis,Yin,Gord
854,Victory,Valentina,Johnson,Brody,Martis,Edith
855,Victory,Khufra,Valir,Julian,Wanwan,Gord
856,Victory,Gloo,Gord,Atlas,Hayabusa,Natan
857,Defeat,Harley,Franco,Claude,Hayabusa,Martis
858,Victory,Franco,Selena,Yi Sun-shin,Terizla,Karrie
859,Victory,Pharsa,Khufra,Clint,Selena,Yi Sun-shin
860,Victory,Moskov,Selena,Grock,Kagura,Yi Sun-shin
